player,points,rebounds,assists,class
Dave Popson,1.9,1.1,0.3,4
Brian Quinnett,3.4,1.6,0.6,4
David Rivers,3.4,1.3,2.5,4
Cliff T. Robinson,17.2,8.3,2.0,1
Ralph Sampson,15.4,8.8,2.3,1
Otis Smith,10.5,3.8,1.8,1
Mike Smrek,2.9,2.2,0.3,4
Rory Sparrow,9.0,2.1,5.0,4
Jon Sundvold,7.7,1.1,2.9,4
Charles Thomas,1.3,0.6,0.6,4
Billy Thompson,8.6,5.4,1.7,4
Stephen Thompson,1.6,1.0,0.4,4
Andre Turner,4.5,1.5,3.1,4
John Turner,2.8,1.9,0.3,4
Joao Vianna,2.0,0.0,2.0,4
Sam Vincent,7.8,2.1,3.9,4
Alexander Volkov,6.8,2.6,2.2,4
Mitchell Wiggins,10.0,3.2,1.6,4
Randy Wittman,7.4,1.4,2.2,4
Mark Alarie,7.5,3.4,1.1,4
Steve Alford,4.4,0.9,1.0,4
Cedric Ball,1.1,1.6,0.0,4
Ken Bannister,5.9,3.5,0.4,4
Greg Butler,1.4,1.0,0.1,4
Rick Calloway,3.2,1.2,1.0,4
Joe Barry Carroll,17.7,7.7,1.8,1
Derrick Chievous,7.1,2.4,0.7,4
Richard Coffey,1.3,1.5,0.1,4
Dave Corzine,8.5,5.9,1.7,4
Pat Cummings,9.6,5.6,1.2,4
Adrian Dantley,24.3,5.7,3.0,0
Byron Dinkins,3.4,1.2,2.1,4
Larry Drew,11.4,1.8,5.2,3
T.R. Dunn,5.1,4.4,1.6,4
Alex English,21.5,5.5,3.6,0
Derrick Gervin,8.8,2.3,0.5,4
Jim Grandholm,3.0,1.9,0.3,4
Stuart Gray,2.3,2.6,0.4,4
David Greenwood,10.2,7.9,2.0,1
Darrell Griffith,16.2,3.3,2.1,1
Scott Haffner,4.3,1.1,1.8,4
Mike Higgins,1.7,0.5,0.3,4
Roy Hinson,14.2,6.8,1.0,1
Steve Johnson,11.7,5.5,1.2,1
Frank Kornet,1.9,1.1,0.3,4
Kurk Lee,1.4,0.6,0.7,4
Clifford Lett,3.5,0.6,0.7,4
Ian Lockhart,4.0,0.0,0.0,4
Jeff Martin,6.7,2.0,0.8,4
Mark McNamara,3.5,3.0,0.3,4
Scott Meents,1.8,1.0,0.4,4
Paul Mokeski,4.0,3.4,0.7,4
Sidney Moncrief,15.6,4.7,3.6,1
Chris Munk,1.2,1.3,0.1,4
Craig Neal,2.5,0.7,2.5,4
Jawann Oldham,4.4,4.1,0.5,4
Robert Reid,11.4,4.5,2.7,1
John Shasky,3.8,2.8,0.3,4
Jack Sikma,15.6,9.8,3.2,1
Clinton Smith,2.9,1.3,1.1,4
Derek Smith,12.8,3.2,2.1,1
Everette Stephens,1.9,0.6,1.0,4
Reggie Theus,18.5,3.3,6.3,3
Irving Thomas,1.8,1.2,0.4,4
Jim Thomas,8.4,2.6,2.3,4
Mychal Thompson,13.7,7.4,2.3,1
Kelly Tripucka,17.2,3.8,3.0,1
Kelvin Upshaw,5.4,1.2,2.1,4
Darnell Valentine,8.7,2.1,5.0,4
Milt Wagner,4.1,0.7,1.4,4
Leon Wood,6.4,1.2,3.2,4
Mike Woodson,14.0,2.3,2.3,1
A.J. Wynder,2.0,0.5,1.3,4
Randy Allen,3.6,2.1,0.3,4
Richard Anderson,5.6,3.5,1.5,4
Uwe Blab,2.1,1.8,0.4,4
Adrian Branch,6.4,1.9,0.7,4
Raymond Brown,1.0,0.9,0.3,4
Stanley Brundy,2.3,1.6,0.2,4
Torgeir Bryn,1.3,0.7,0.0,4
Steve Bucknall,1.3,0.4,0.6,4
Rick Carlisle,2.2,0.8,1.1,4
Michael Cooper,8.9,3.2,4.2,4
Charlie Davis,5.3,2.4,0.7,4
Terry Dozier,2.4,1.7,0.3,4
Mike Dunleavy,8.0,1.6,3.9,4
Jay Edwards,1.8,0.5,1.0,4
Bill Hanzlik,7.2,2.8,2.8,4
Steve Harris,7.0,1.8,1.1,4
Michael Holton,6.2,1.4,3.0,4
Ed Horton,4.5,2.4,0.4,4
Eddie Hughes,3.1,1.0,1.6,4
Michael Jackson,2.1,0.8,2.2,4
Dennis Johnson,14.1,3.9,5.0,1
Eric Johnson,1.1,0.6,1.3,4
Marques Johnson,20.1,7.0,3.6,0
Nate Johnston,2.2,1.1,0.0,4
Anthony Jones,3.6,1.3,0.7,4
Caldwell Jones,6.2,7.2,1.3,4
Jeff Lebo,1.5,1.0,0.8,4
Ralph Lewis,2.3,1.2,0.3,4
Lewis Lloyd,13.2,3.1,2.9,1
Sidney Lowe,2.9,1.7,3.9,4
John Lucas,10.7,2.3,7.0,3
Wes Matthews,7.9,1.3,4.2,4
Mel McCants,1.7,0.5,0.2,4
Mike McGee,9.6,2.1,1.2,4
Johnny Moore,9.4,3.0,7.4,3
Mike Morrison,2.0,0.6,0.3,4
Calvin Natt,17.2,6.8,2.2,1
Kurt Nimphius,6.4,4.4,1.2,4
Dyron Nix,2.0,1.3,0.3,4
Jose Ortiz,2.9,1.1,0.3,4
Zarko Paspalj,2.6,1.1,0.4,4
Jim Paxson,14.3,2.0,2.9,1
Harold Pressley,9.0,4.5,2.1,4
Doug Roth,1.9,2.9,0.5,4
Scott Roth,4.7,1.3,1.2,4
Jim Rowinski,2.5,1.5,0.2,4
Brian Rowsom,5.6,3.3,0.6,4
Purvis Short,17.3,4.3,2.5,1
Dexter Shouse,0.0,0.0,0.7,4
Jerry Sichting,6.9,1.4,3.3,4
Greg Stokes,3.1,1.5,0.4,4
Jay Taylor,3.0,0.6,0.3,4
Leonard Taylor,1.1,1.2,0.1,4
Mel Turpin,8.5,4.6,0.5,4
Jay Vincent,15.2,5.5,2.0,1
Gary Voce,2.0,2.0,0.0,4
Mark Wade,0.7,1.3,3.0,4
Chris Welp,3.3,2.4,0.4,4
Mike Williams,0.7,1.1,0.1,4
Michael Young,4.6,1.8,0.5,4
Kareem Abdul-Jabbar,24.6,11.2,3.6,0
Michael Anderson,5.7,2.5,4.3,4
Greg Ballard,12.4,6.1,2.2,1
Ricky Berry,11.0,3.1,1.3,1
Walter Berry,14.1,4.7,1.4,1
Otis Birdsong,18.0,3.0,3.2,1
Dudley Bradley,5.2,1.8,1.9,4
Ron Cavenall,1.4,2.9,0.3,4
Mike Champion,0.0,0.0,0.0,4
Dallas Comegys,6.0,3.2,0.7,4
Darwin Cook,9.5,2.1,3.7,4
Winston Crite,2.8,2.1,0.5,4
Mark Davis,3.8,1.1,0.4,4
Darryl Dawkins,12.0,6.1,1.3,1
Fennis Dembo,1.2,0.7,0.2,4
Wayne Englestad,2.5,1.5,0.6,4
Rolando Ferreira,0.8,1.1,0.1,4
Ben Gillery,1.0,1.0,0.1,4
Grant Gondrezick,5.0,1.6,1.3,4
Orlando Graham,1.1,1.6,0.0,4
Sylvester Gray,8.0,5.2,2.1,4
Petur Gudmundsson,4.6,3.8,1.0,4
Phil Hubbard,10.9,5.3,1.3,1
Marc Iavaroni,4.4,3.2,1.0,4
Bill Jones,3.5,1.3,0.5,4
Charles Jones,5.0,3.8,1.0,4
Shelton Jones,4.8,2.2,0.8,4
Jeff Lamp,5.1,1.5,0.9,4
Allen Leavell,9.5,1.7,4.8,4
Keith Lee,6.1,4.7,1.0,4
Robert Lock,1.5,1.6,0.2,4
Pace Mannion,3.1,1.2,1.1,4
Ben McDonald,6.0,3.2,1.3,4
Todd Mitchell,5.1,2.1,0.9,4
Richard Morton,3.0,0.0,0.5,4
Norm Nixon,15.7,2.6,8.3,3
Dominic Pressley,1.8,1.2,2.0,4
Ramon Rivas,1.4,0.9,0.1,4
Robert Rose,0.0,1.0,0.0,4
Russ Schoene,5.1,2.5,0.6,4
Keith Smart,1.0,0.5,1.0,4
Brook Steppe,5.4,1.4,1.2,4
John Stroeder,1.8,1.8,0.5,4
Barry Sumpter,0.0,0.0,0.0,4
Anthony Taylor,6.9,1.6,2.0,4
Bernard Thompson,5.3,1.7,1.3,4
Ray Tolbert,3.6,2.3,0.5,4
Elston Turner,4.7,2.7,1.8,4
Terry Tyler,10.2,5.4,1.2,1
Dwayne Washington,8.6,1.9,3.8,4
Clinton Wheeler,2.9,0.8,1.8,4
Eric White,6.1,2.4,0.5,4
Jerome Whitehead,6.5,4.8,0.6,4
Kevin Williams,4.9,1.4,1.2,4
Alvan Adams,14.1,7.0,4.1,1
Joe Arlauckas,3.8,1.4,0.9,4
James Bailey,8.8,5.0,0.8,4
Kent Benson,9.1,5.7,1.8,4
Nate Blackwell,3.7,0.6,1.8,4
Michael Brooks,12.8,6.3,2.6,1
Norris Coleman,5.3,2.8,0.4,4
Jeff Cook,5.3,4.5,1.4,4
Darren Daye,6.8,2.6,2.0,4
Billy Donovan,2.4,0.6,2.0,4
Franklin Edwards,6.1,1.0,2.6,4
Chris Engler,1.8,2.0,0.2,4
Mike Evans,7.7,1.4,2.6,4
Kenny Fields,6.2,2.5,1.0,4
World Free,20.3,2.7,3.7,0
Artis Gilmore,17.1,10.1,2.0,2
Lancaster Gordon,5.6,1.3,1.5,4
Claude Gregory,5.4,3.9,0.6,4
Dave Henderson,5.7,1.6,1.5,4
Kevin Henderson,3.0,1.1,1.5,4
Conner Henry,3.3,0.9,1.1,4
Clemon Johnson,5.4,4.6,1.0,4
Kannard Johnson,0.5,0.0,0.0,4
Maurice Lucas,14.4,8.8,2.3,1
Bill Martin,4.7,1.6,0.7,4
Mo Martin,3.0,0.9,0.7,4
Cedric Maxwell,12.5,6.3,2.2,1
Kevin McKenna,5.4,1.3,1.4,4
Chris McNealy,4.3,4.6,1.0,4
Dirk Minniefield,5.3,1.7,3.8,4
Mike Mitchell,19.8,5.6,1.3,1
Andre Moore,2.4,1.4,0.6,4
Ron Moore,1.7,0.6,0.1,4
Jay Murphy,2.4,1.7,0.2,4
Ronnie Murphy,2.0,0.6,0.3,4
Martin Nessley,1.1,1.9,0.4,4
Mike O'Koren,8.2,3.4,2.1,4
Louis Orr,9.7,3.7,1.5,4
Mike Phelps,3.6,1.1,1.0,4
Richard Rellford,4.0,1.8,0.3,4
Johnny Rogers,3.6,1.5,0.4,4
Walker Russell,3.0,1.2,2.3,4
Carey Scurry,4.7,2.9,1.1,4
Steve Stipanovich,13.2,7.8,2.3,1
Andrew Toney,15.9,2.2,4.2,1
Danny Vranes,5.1,3.9,1.2,4
Granville Waiters,2.4,2.2,0.5,4
Jamie Waller,4.7,1.4,0.3,4
Chris Washburn,3.1,2.4,0.3,4
Kermit Washington,9.2,8.3,1.4,4
Tony White,5.3,0.6,1.2,4
Nikita Wilson,1.3,0.7,0.2,4
Ricky Wilson,5.2,1.1,2.9,4
Rickie Winslow,1.0,1.0,0.3,4
Brad Wright,3.4,3.4,0.1,4
Phil Zevenbergen,3.8,1.6,0.4,4
Gene Banks,11.3,5.8,2.9,1
Joe Binion,1.3,1.6,0.1,4
Junior Bridgeman,13.6,3.5,2.4,1
Mike Brittain,1.7,1.4,0.2,4
Kenny Carr,11.6,7.4,1.4,1
Fred Cofield,3.4,1.0,1.7,4
Don Collins,9.8,2.8,1.8,4
Bruce Douglas,1.8,1.8,2.1,4
Jerry Eaves,6.7,1.2,2.5,4
Julius Erving,22.0,6.7,3.9,0
Mike Glenn,7.6,1.2,1.6,4
Stewart Granger,4.0,1.0,2.2,4
Kenny Green,4.4,1.7,0.3,4
Cedric Henderson,1.4,1.0,0.0,4
Jerome Henderson,2.3,1.1,0.0,4
Geoff Huston,8.8,1.4,5.1,3
Myron Jackson,1.4,0.4,0.8,4
Eddie Johnson,15.1,2.3,5.1,3
Steffond Johnson,2.6,1.5,0.2,4
Clark Kellogg,18.9,9.5,2.9,1
Curtis Kitchen,1.5,1.5,0.2,4
Jim Lampley,3.0,5.0,0.0,4
Kyle Macy,9.5,2.2,4.0,4
Fernando Martin,0.9,1.2,0.4,4
Scooter McCray,2.9,2.5,1.0,4
Hank McDowell,2.9,2.3,0.5,4
Forrest McKenzie,2.8,1.2,0.2,4
Cozell McQueen,2.0,2.7,0.0,4
Perry Moss,3.9,1.5,1.5,4
Dennis Nutt,2.3,0.3,0.6,4
Mark Olberding,9.4,5.2,2.5,4
Dwayne Polee,2.0,0.0,0.0,4
Ben Poquette,6.8,5.2,1.2,4
Clint Richardson,7.0,2.4,2.5,4
Dan Roundfield,15.2,9.7,2.2,1
Ron Rowan,1.7,0.1,0.1,4
John Schweitz,2.6,1.0,0.8,4
Mckinley Singleton,2.0,0.0,0.5,4
Keith Smith,3.3,0.8,1.0,4
Terence Stansbury,6.3,1.4,2.0,4
Jeff Taylor,3.2,1.5,2.0,4
David Thirdkill,2.8,1.2,0.5,4
Nick Vanos,3.3,3.5,0.9,4
Peter Verhoeven,3.5,2.3,0.5,4
Bill Walton,13.3,10.5,3.4,2
Marvin Webster,7.1,7.0,1.2,4
Scott Wedman,13.2,4.8,2.0,1
Rory White,7.4,2.3,0.7,4
Gus Williams,17.1,2.7,5.6,3
Pete Williams,2.6,2.5,0.3,4
Ray Williams,15.5,3.6,5.8,3
Mike Wilson,3.4,1.1,1.4,4
Othell Wilson,4.2,1.7,3.3,4
Al Wood,11.8,3.0,1.8,1
Perry Young,1.4,0.9,0.8,4
Mike Bratz,7.0,1.8,3.2,4
Ron Brewer,11.9,1.9,1.8,1
Wallace Bryant,3.2,3.7,1.1,4
Quinn Buckner,8.2,2.7,4.3,4
Butch Carter,8.7,1.5,1.9,4
Bobby Cattage,3.1,1.4,0.1,4
Lorenzo Charles,3.4,1.1,0.2,4
David Cooke,1.5,1.7,0.2,4
Ron Crevier,0.0,0.3,0.0,4
Jeff Cross,1.2,1.4,0.0,4
Johnny Davis,12.9,2.0,4.5,1
Devin Durrant,5.0,2.1,1.3,4
Rod Foster,7.5,1.2,2.3,4
Bill Garnett,5.5,4.3,1.3,4
George Gervin,26.2,4.6,2.8,0
Mike Gibson,1.6,1.7,0.2,4
Georgi Glouchkov,4.9,3.3,0.7,4
Ken Green,4.4,3.9,0.3,4
Ernie Grunfeld,7.4,2.6,2.0,4
Steve Hayes,2.6,2.5,0.4,4
Carl Henry,2.8,0.7,0.1,4
Alfredrick Hughes,5.2,1.7,0.9,4
George Johnson,9.1,5.6,1.8,4
George Johnson,4.8,6.5,1.0,4
Ken Johnson,4.1,3.8,0.3,4
Mickey Johnson,14.1,7.2,3.0,1
Bobby Jones,11.5,5.5,2.4,1
Earl Jones,0.9,0.7,0.3,4
Edgar Jones,9.0,4.8,0.9,4
Ozell Jones,3.5,3.4,0.8,4
Yvon Joseph,2.0,0.0,0.0,4
Harold Keeling,2.2,0.3,0.5,4
Rich Kelley,7.6,7.0,2.6,4
Mitch Kupchak,10.2,5.4,0.7,1
Ronnie Lester,7.3,1.9,4.0,4
Brian Martin,0.8,0.5,0.0,4
Bob McAdoo,22.1,9.4,2.3,0
Dwayne McClain,3.5,0.7,1.5,4
Billy McKinney,8.0,1.4,3.5,4
Tom McMillen,8.1,4.0,1.1,4
Charlie Pittman,4.5,3.1,0.9,4
David Pope,1.9,0.9,0.3,4
Kelvin Ransey,11.4,1.9,5.2,3
Micheal Ray Richardson,14.8,5.5,7.0,3
Rick Robey,7.6,4.7,1.2,4
Derrick Rowland,1.5,0.5,0.5,4
Lonnie Shelton,12.0,6.1,2.2,1
Ricky Sobers,13.3,2.6,4.3,1
Larry Spriggs,5.2,2.3,1.3,4
Peter Thibeaux,5.0,1.5,0.5,4
Paul Thompson,8.9,3.5,1.5,4
Bryan Warrick,4.0,1.3,2.6,4
Willie White,3.7,1.0,1.0,4
Jamaal Wilkes,17.7,6.2,2.5,1
Jeff Wilkins,7.9,5.7,1.0,4
Freeman Williams,14.7,1.6,1.6,1
Guy Williams,2.6,1.3,0.3,4
Sly Williams,10.9,4.2,2.0,1
Voise Winters,1.5,0.8,0.0,4
Chuck Aleksinas,5.1,3.6,0.5,4
Mitchell Anderson,4.8,2.8,0.7,4
Cory Blackwell,3.4,1.6,0.4,4
Rickey Brown,4.4,3.5,0.4,4
Don Buse,6.9,2.3,4.5,4
M.L. Carr,9.7,4.3,1.8,4
Howard Carter,5.3,1.3,1.1,4
Harvey Catchings,3.2,5.0,0.8,4
Carlos Clark,2.4,0.9,0.7,4
Joe Cooper,4.5,4.0,0.8,4
Charlie Criss,8.5,1.4,3.2,4
John Drew,20.7,6.9,1.7,0
Kent Edelin,1.1,2.6,1.0,4
Phil Ford,11.6,1.8,6.4,3
Butch Graves,1.3,0.5,0.3,4
Kevin Grevey,11.0,2.4,1.9,1
Lionel Hollins,11.6,2.4,4.5,1
Dan Issel,20.4,7.9,2.5,0
Ralph Jackson,2.0,1.0,4.0,4
Major Jones,4.4,3.5,0.6,4
Greg Kelser,9.7,4.6,1.3,4
Reggie King,8.9,6.2,1.6,4
Billy Knight,15.7,4.5,2.1,1
Joe Kopicki,3.7,2.7,0.7,4
Tom LaGarde,7.6,5.1,1.5,4
Joe Meriweather,8.1,5.6,0.9,4
Larry Micheaux,3.4,2.7,0.5,4
Kenny Natt,3.1,0.8,0.8,4
Audie Norris,4.4,3.1,0.8,4
Billy Paultz,8.5,5.6,1.6,4
Leo Rautins,1.5,1.1,1.0,4
Truck Robinson,15.5,9.4,1.7,1
Lorenzo Romar,5.9,1.3,3.5,4
Campy Russell,15.8,4.8,3.0,1
Wayne Sappleton,2.9,2.3,0.2,4
Tom Scheffler,1.3,1.9,0.3,4
Alvin Scott,4.9,3.2,1.4,4
Tom Sewell,1.0,0.2,0.3,4
Charlie Sitton,2.1,1.4,0.6,4
Tom Sluby,2.4,0.4,0.5,4
Robert Smith,5.0,1.3,1.8,4
Dane Suttle,5.9,1.1,1.0,4
Linton Townes,4.3,1.1,0.5,4
Dale Wilkinson,1.2,0.3,0.2,4
Samuel Williams,6.3,4.5,0.6,4
Nate Archibald,18.8,2.3,7.4,3
Ken Austin,1.7,0.4,0.1,4
Dave Batton,3.2,2.1,0.6,4
Tom Boswell,7.7,4.7,1.6,4
Charles Bradley,3.2,1.1,0.5,4
Fred Brown,14.6,2.7,3.3,1
Leroy Combs,4.5,1.2,0.8,4
Jeffrey Crompton,1.2,1.7,0.3,4
Russell Cross,3.7,1.8,0.5,4
Kenny Dennard,2.8,3.0,1.0,4
Keith Edmonson,6.0,1.5,0.6,4
Len Elmore,4.6,4.2,0.9,4
Eric Fernsten,2.4,1.7,0.4,4
Calvin Garrett,5.2,2.6,1.5,4
John Garris,4.0,2.3,0.3,4
Steve Hawes,8.4,6.2,1.9,4
Elvin Hayes,21.0,12.5,1.8,0
Johnny High,5.1,2.3,1.9,4
Armond Hill,6.9,2.0,4.7,4
Tracy Jackson,5.4,1.9,1.0,4
Clay Johnson,2.8,1.2,0.6,4
Reggie Johnson,8.4,4.1,0.9,4
Mark Jones,1.2,0.3,0.8,4
Willie Jones,3.2,1.3,0.3,4
Eddie Jordan,8.1,1.9,3.8,4
Bruce Kuczenski,1.9,1.5,0.5,4
Mark Landsberger,5.6,6.1,0.5,4
Bob Lanier,20.1,10.1,3.1,0
Steve Lingenfelter,1.0,1.6,0.5,4
Darrell Lockhart,2.0,1.5,0.0,4
Kevin Loder,5.9,2.3,1.2,4
Rudy Macklin,6.4,2.9,0.8,4
Bob Miller,2.0,2.5,0.5,4
Swen Nater,12.2,10.8,2.0,2
Roger Phegley,8.7,2.0,1.4,4
John Pinone,2.9,1.4,0.4,4
Tom Piotrowski,1.7,0.9,0.3,4
Anthony Roberts,7.8,3.9,1.2,4
Dave Robisch,8.7,5.2,1.6,4
Dewayne Scales,4.6,2.9,0.2,4
Jim Spanarkel,9.7,2.5,2.2,4
David Thompson,22.1,3.8,3.2,0
Darren Tillis,3.4,2.5,0.3,4
Foots Walker,6.4,2.6,4.7,4
Wally Walker,7.0,3.1,1.5,4
Brant Weidner,1.0,1.4,0.0,4
Paul Westphal,15.6,1.9,4.4,1
Rob Williams,8.6,2.2,5.4,3
Bill Willoughby,6.0,3.9,0.8,4
Dwight Anderson,4.2,0.4,0.6,4
Billyray Bates,11.7,1.7,1.9,1
Brad Branson,5.4,2.9,0.7,4
Allan Bristow,7.9,4.0,3.2,4
Jim Brogan,5.1,1.5,1.8,4
Joe Bryant,8.7,4.0,1.7,4
Marty Byrnes,5.7,2.2,1.6,4
Dave Cowens,17.6,13.6,3.8,2
John Cox,4.1,1.4,0.9,4
Michael Davis,1.8,1.3,0.0,4
Coby Dietrick,6.1,3.9,2.1,4
John Douglas,6.7,1.4,2.2,4
Leon Douglas,7.9,6.5,1.1,4
Terry Duerod,6.7,1.1,1.2,4
John Duren,3.5,1.1,2.0,4
Bruce Flowers,4.9,3.4,0.9,4
Glen Gondrezick,5.8,4.5,1.4,4
John Greig,2.1,0.7,0.0,4
Paul Griffin,5.1,5.5,2.3,4
Bob Gross,8.9,4.4,2.9,4
Joey Hassett,5.9,1.1,1.3,4
Spencer Haywood,19.2,9.3,1.8,1
Tom Henderson,9.4,2.3,4.8,4
Jim Johnstone,1.3,2.0,0.5,4
Dwight Jones,8.1,5.9,1.2,4
Jeff Judkins,5.4,1.6,1.0,4
Larry Kenon,17.0,7.8,2.6,1
Joel Kramer,3.8,2.8,1.0,4
Sam Lacey,10.3,9.7,3.7,1
Scott Lloyd,4.6,3.0,1.0,4
Dave Magley,0.9,0.7,0.1,4
Scott May,10.4,4.1,1.7,1
Steve Mix,10.6,5.3,1.8,1
Lowes Moore,6.7,2.0,2.8,4
Guy Morgan,1.9,2.1,0.9,4
Calvin Murphy,17.9,2.1,4.4,1
Carl Nicks,6.8,1.9,1.6,4
Tom Owens,11.5,6.2,2.0,1
Sam Pellom,4.4,3.5,0.5,4
Eddie Phillips,3.2,1.6,0.6,4
Kevin Porter,11.6,1.8,8.1,3
Mark Radford,3.6,0.8,1.7,4
Ed Rains,3.5,1.5,0.7,4
Jamesearl Ray,3.2,2.2,0.7,4
Oliver Robinson,2.9,0.5,0.6,4
Edmund Sherod,6.2,2.3,4.9,4
Jose Slaughter,3.6,1.1,0.8,4
Jim Smith,2.9,2.5,0.6,4
Phil Smith,15.1,3.0,3.9,1
Randy Smith,16.7,3.7,4.6,1
Vince Taylor,3.1,1.2,1.3,4
Carlos Terry,3.0,2.4,1.3,4
Corny Thompson,2.8,2.7,0.8,4
Jan Van Breda Kolff,6.0,4.1,1.9,4
Bob Wilkerson,10.1,4.2,3.4,1
James Wilkes,4.8,2.4,0.9,4
Rickey Williams,3.3,0.9,0.8,4
Brian Winters,16.2,2.6,4.1,1
Jim Zoet,0.3,1.1,0.1,4
Dennis Awtrey,4.8,4.6,2.0,4
Carl Bailey,2.0,0.0,0.0,4
Mike Bantom,12.1,6.4,2.3,1
Mel Bennett,3.9,3.3,0.8,4
Ray Blume,4.6,0.8,1.4,4
Alex Bradley,3.5,1.7,0.3,4
Jim Brewer,5.8,6.3,1.5,4
Roger Burkman,0.8,1.0,0.8,4
David Burns,2.6,0.6,1.7,4
Reggie Carter,3.5,1.2,1.5,4
Jim Chones,12.3,8.3,1.7,1
Hollis Copeland,5.0,1.7,1.0,4
Bob Dandridge,18.5,6.8,3.4,1
Ron Davis,5.3,1.8,0.7,4
Larry Demic,4.7,3.9,0.5,4
Mickey Dillard,2.2,0.5,1.0,4
Craig Dykema,1.3,0.4,0.5,4
Chris Ford,9.2,3.0,3.4,4
Don Ford,6.4,3.6,1.4,4
Mike Gale,7.4,2.5,4.3,4
Glenn Hagan,1.8,1.0,2.0,4
Alan Hardy,3.2,0.9,0.4,4
James Hardy,5.7,5.3,1.3,4
Mike Harper,5.0,3.5,0.6,4
Keith Herron,9.8,2.0,1.4,4
Kenny Higgs,6.8,1.8,4.4,4
Brad Holland,3.2,0.6,0.7,4
Cedrick Hordges,7.6,5.9,1.2,4
John Johnson,12.9,5.5,3.8,1
Ollie Johnson,7.7,3.3,1.8,4
Clarence Kea,3.9,2.5,0.4,4
Toby Knight,12.9,5.1,1.2,1
Kevin Kunnert,8.3,7.3,1.4,4
John Lambert,3.8,3.3,0.6,4
Rock Lee,1.0,0.5,1.0,4
Ron Lee,7.3,2.7,3.8,4
Ollie Mack,7.2,2.5,1.8,4
John McCullough,2.6,0.5,0.4,4
Jim McElroy,9.9,2.0,3.5,4
George McGinnis,17.2,9.8,3.8,1
Mike Newlin,14.9,3.0,4.0,1
Sonny Parker,9.9,4.1,2.1,4
Kevin Restani,6.2,4.0,1.4,4
Jackie Robinson,3.8,1.2,0.6,4
Bill Robinzine,10.5,6.1,1.1,1
John Roche,8.4,1.1,4.0,4
Craig Shelton,4.1,2.4,0.5,4
James Silas,14.2,2.1,3.4,1
Kevin Stacom,5.1,1.5,1.5,4
Brian Taylor,12.3,2.4,4.5,1
Raymond Townsend,4.8,1.0,1.4,4
Richard Washington,9.8,6.3,1.2,4
Charles Whitney,5.8,2.1,1.2,4
Michael Wiley,7.4,2.6,0.7,4
Garry Witts,2.9,1.3,0.8,4
Howard Wood,3.4,1.5,0.2,4
Sam Worthen,3.5,1.7,1.7,4
Larry Wright,8.2,1.6,3.4,4
Rich Yonakor,3.3,2.7,0.3,4
Tom Abernethy,5.6,3.2,1.2,4
Darrell Allums,2.7,3.0,1.1,4
Henry Bibby,8.6,2.3,3.3,4
Norman Black,2.7,0.7,0.7,4
Ron Boone,13.9,2.8,3.4,1
Winford Boynes,8.4,2.1,1.2,4
David Britton,2.0,1.0,1.5,4
Lewis Brown,1.0,1.0,0.0,4
Tom Burleson,9.4,6.3,1.3,4
Mack Calvin,7.0,1.2,2.5,4
Austin Carr,15.4,2.9,2.8,1
Phil Chenier,17.2,3.6,3.0,1
Art Collins,3.2,1.4,0.9,4
Doug Collins,17.9,3.2,3.3,1
Monti Davis,1.5,2.0,0.0,4
Jacky Dorsey,2.4,2.4,0.3,4
Ralph Drollinger,2.5,3.2,2.3,4
Bob Elliott,7.0,3.6,1.4,4
Tony Fuller,4.0,2.8,1.9,4
Gus Gerard,5.7,2.6,0.8,4
Roylee Hamilton,4.6,1.5,2.6,4
Garfield Heard,8.7,7.5,1.6,4
Kim Hughes,2.7,4.7,0.9,4
Tony Jackson,1.0,1.0,1.0,4
Abdul Jeelani,9.0,3.5,1.1,4
Lee Johnson,1.4,1.8,0.1,4
Walter Jordan,2.3,1.4,0.4,4
Chad Kinch,2.9,0.8,1.1,4
Wayne Kreklow,1.2,0.5,0.4,4
Ed Lawrence,4.0,1.3,0.3,4
Bill Mayfield,2.4,1.3,0.1,4
Andre McCarter,3.8,0.9,1.7,4
Keith McCord,2.0,1.0,0.5,4
John Mengelt,9.8,1.9,2.1,4
Dick Miller,1.0,0.9,0.6,4
Mike Niles,2.6,1.3,0.3,4
Myles Patrick,1.7,0.7,0.3,4
Stan Pietkiewicz,3.9,1.0,1.8,4
Tony Price,0.8,0.0,0.6,4
Wally Rank,2.2,1.2,0.7,4
Clifford Ray,7.4,8.9,2.2,4
Billy Reid,3.2,1.0,1.2,4
Wayne Robinson,7.9,3.6,1.4,4
Frankie Sanders,5.1,1.9,1.0,4
John Shumate,12.3,7.5,1.8,1
John Stroud,2.8,1.4,1.0,4
Rudy Tomjanovich,17.4,8.1,2.0,1
Wes Unseld,10.8,14.0,3.9,2
Ron Valentine,3.5,1.3,0.3,4
Brett Vroman,3.1,2.3,0.8,4
Lloyd Walton,4.2,1.1,3.6,4
Jojo White,17.2,4.0,4.9,1
Rudy White,3.1,1.0,0.9,4
Sidney Wicks,16.8,8.7,3.2,1
John Williamson,20.1,2.5,2.8,0
Gus Bailey,2.6,1.7,1.1,4
Marvin Barnes,9.2,5.5,1.5,4
Rick Barry,23.2,6.5,5.1,0
Tim Bassett,5.9,6.4,1.2,4
Ron Behagen,10.3,7.0,1.6,1
Del Beshore,3.5,0.9,2.0,4
Lawrence Boston,4.3,3.0,0.2,4
Alonzo Bradley,4.4,1.5,0.7,4
John Brown,7.4,4.4,1.4,4
